,Proyecto de Ley,Palabra Clave,Estado,Fecha Radicación,Resumen,Tipo,link,ID
79,"Por el cual se modifican los artículos 328 y 356 de la Constitución Política otorgándole al municipio de Villavicencio (Meta) el carácter de Distrito Especial, Turístico, Cultural y Universitario. ","Villavicencio, Meta como Distrito Especial, Turístico, Cultural y Universitario",Publicación,"mar. 13, 2019","El Distrito Turístico y Cultural de Cartagena de Indias, el Distrito Turístico, Cultural e Histórico de Santa Marta y Barranquilla conservarán su régimen y carácter, y se organiza a Buenaventura y Tumaco como Distrito Especial, Industrial, Portuario, Biodiverso y Ecoturístico, y a Villavicencio como Distrito Especial, Turístico, Cultural y Universitario.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-modifican-los-articulos-328-y-356-de-la-constitucion-politica-otorgandole-al-municipio-de-villavicencio-meta-el-caracter-de-distrito-especial-turistico-cultural-y-universitario-villavicencio-meta-como-distrito-especial-turistico-cultural-y-universitario/9900/,80
80,Por medio de la cual se modifica la Ley 1801 de 2016 “Por la cual se expide el Código Nacional de Policía y Convivencia” en cuanto al uso del espacio público. ,Uso del espacio público,Publicación,"mar. 4, 2019","Las actividades que se desarrollen en el espacio público relacionadas con la utilización de aceras, portales, terrazas y otros, por parte de negocios comerciales destinados parcial o totalmente al funcionamiento de restaurantes, fuentes de soda, pastelerías, heladerías, cafeterías, tiendas y demás locales con servicio de alimentos preparados, serán reglamentadas por el alcalde municipal y distrital, previa autorización del Concejo del respectivo municipio o Distrito, que establecerá el mecanismo para otorgar los permisos o los contratos de aprovechamiento económico del espacio público, la expedición de los mismos y la tarifa por uso del espacio público en su entidad territorial, en virtud del artículo 311 de la constitución política.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-la-ley-1801-de-2016-por-la-cual-se-expide-el-codigo-nacional-de-policia-y-convivencia-en-cuanto-al-uso-del-espacio-publico-uso-del-espacio-publico/9883/,81
81,"Por medio del cual se plantean los lineamientos para la renovación de la flota pública de transporte masivo dirigida a una contratación sostenible, y se dictan otras disposiciones. ",Flota de transporte masivo,Publicación,"mar. 4, 2019","El objeto del presente proyecto es establecer los lineamientos para orientar la renovación de la flota pública de transporte masivo, y vehículos pertenecientes al Estado, hacia una contratación amigable con el medio ambiente, que contribuya a reducir las emisiones de CO2.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-plantean-los-lineamientos-para-la-renovacion-de-la-flota-publica-de-transporte-masivo-dirigida-a-una-contratacion-sostenible-y-se-dictan-otras-disposiciones-flota-de-transporte-masivo/9880/,82
82,"Por medio de la cual se modifica la Ley 99 de 1993 modificada por la Ley 1333 de 2009 y la Ley 1930 de 2018 y se dictan otras disposiciones con relación al funcionamiento, número, gobernanza y transparencia de las Corporaciones Autónomas Regionales. ",Corporaciones Autónomas Regionales,Publicación,"mar. 4, 2019","El objeto de la presente Ley es focalizar las funciones de las Corporaciones Autónomas Regionales, con el propósito de lograr la protección de los derechos al ambiente sano, y garantizar una gobernabilidad transparente y eficiente dentro de dichas entidades, en un entorno de desarrollo sostenible.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-la-ley-99-de-1993-modificada-por-la-ley-1333-de-2009-y-la-ley-1930-de-2018-y-se-dictan-otras-disposiciones-con-relacion-al-funcionamiento-numero-gobernanza-y-transparencia-de-las-corporaciones-autonomas-regionales-corporaciones-autonomas-regionales/9881/,83
83,Por medio de la cual se agrega un parágrafo a la Ley 1266 de 2008. ,Seguro agropecuario,Radicado,"mar. 4, 2019","El presente proyecto de ley tiene como fin, dar un alivio a aquellos pequeños productores, así como a los jóvenes y mujeres rurales, que ya se encuentran al día en sus deudas con el sector financiero después de haber sido beneficiarios de créditos agropecuarios según la clasificación de créditos de FINAGRO, pero que por los reportes negativos que presentan por el incumplimiento de la(s) obligación(es) pecuniaria(s) aún no pueden aplicar y ser beneficiarios de nuevas líneas de crédito. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-agrega-un-paragrafo-a-la-ley-1266-de-2008-seguro-agropecuario/9882/,84
84,Por medio del cual se establece la obligación instalar cambiadores de pañales en baños de hombres y baños familiares en establecimientos abiertos al público. ,Cambiadores de pañales en baños de hombres,Publicación,"mar. 4, 2019",La presente ley tiene por objeto establecer la obligación para todos los establecimientos abiertos al público de instalar cambiadores de pañales en los baños de hombres.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-establece-la-obligacion-instalar-cambiadores-de-panales-en-banos-de-hombres-y-banos-familiares-en-establecimientos-abiertos-al-publico-cambiadores-de-panales-en-banos-de-hombres/9879/,85
85,"Por medio del cual se racionalizan trámites en el sector salud, a través de la creación de la historia clínica electrónica única y se dictan otras disposiciones. ",Historia clínica electrónica única,Publicada Ponencia Primer Debate,"feb. 28, 2019","La presente ley tiene por objeto facilitar, agilizar y garantizar el acceso y ejercicio de los derechos a la salud y a la información de las personas, combatir la corrupción y fomentar la competitividad, mediante la creación de la Historia Clínica Electrónica Única. En la cual se consignarán todos los datos clínicos relevantes de cada persona o paciente desde el registro perinatal hasta el fallecimiento.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-racionalizan-tramites-en-el-sector-salud-a-traves-de-la-creacion-de-la-historia-clinica-electronica-unica-y-se-dictan-otras-disposiciones-historia-clinica-electronica-unica/9878/,86
86,"Por medio de la cual se establecen funciones especiales a la defensoría del pueblo, las personerías y las alcaldías municipales en materia de promoción del acceso al derecho de propiedad a los poseedores urbanos de predios considerados como vivienda de interés social y vivienda de interés prioritario, y se otorgan herramientas a los alcaldes para promover el acceso a la pequeña propiedad inmobiliaria urbana. ",Defensoría y acceso a vivienda,Radicado,"feb. 27, 2019","La Defensoría del Pueblo, a través de los abogados que formen parte de la lista de Defensores Públicos de cada Defensoría del Pueblo Regional, con el fin de garantizar el acceso a la discusión judicial del derecho de propiedad mediante prescripción adquisitiva de dominio, actuará en representación de todo ciudadano que muestre ser poseedor de no más de un (1) predio ubicado en estrato uno  (1) o dos (2), que conjuntamente con las mejoras que sobre el mismo se hayan edificado, no sobrepase el valor de una Vivienda de Interés Social (VIS) según se establezca en su avalúo catastral.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-funciones-especiales-a-la-defensoria-del-pueblo-las-personerias-y-las-alcaldias-municipales-en-materia-de-promocion-del-acceso-al-derecho-de-propiedad-a-los-poseedores-urbanos-de-predios-considerados-como-vivienda-de-interes-social-y-vivienda-de-interes-prioritario-y-se-otorgan-herramientas-a-los-alcaldes-para-promover-el-acceso-a-la-pequena-propiedad-inmobiliaria-urbana-defensoria-y-acceso-a-vivienda/9870/,87
87,Por medio de la cual se establece una política de Estado para el desarrollo de la plataforma de competencias deportivas en pro de la materialización de la protección integral de los niños y niñas y adolescentes y el desarrollo del talento y la reserva deportiva. ,Juegos nacionales intercolegiados,Publicación,"feb. 27, 2019","La presente iniciativa legislativa tiene como propósito establecer la Política de Estado para el Desarrollo de la Plataforma de competencias deportivas en pro del desarrollo del talento y la reserva deportiva denominada “Juegos Nacionales Intercolegiados”, la cual sienta las bases conceptuales, técnicas y de gestión para garantizar la protección integral de niños, niñas y adolescentes a través de un programa de deporte formativo en Colombia.  ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establece-una-politica-de-estado-para-el-desarrollo-de-la-plataforma-de-competencias-deportivas-en-pro-de-la-materializacion-de-la-proteccion-integral-de-los-ninos-y-ninas-y-adolescentes-y-el-desarrollo-del-talento-y-la-reserva-deportiva-juegos-nacionales-intercolegiados/9877/,88
88,Por medio del cual se establece un piso de aumento a los salarios pagados en el territorio nacional ,Piso al aumento del salario mínimo,Publicada Ponencia Primer Debate,"feb. 27, 2019","Por medio de la presente ley se da cumplimiento a lo dispuesto en el artículo 53 de la constitución política que establece como uno de los principios mínimos fundamentales en materia laboral, la remuneración mínima, vital y móvil, proporcional a la cantidad y calidad de trabajo.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-establece-un-piso-de-aumento-a-los-salarios-pagados-en-el-territorio-nacional-piso-al-aumento-del-salario-minimo/9871/,89
89,Por medio de la cual se adiciona el Decreto 1077 de 2015. ,Capacitación a recicladores,Publicación,"feb. 27, 2019",Mediante la presente ley se busca el suministro dotación a los recicladores de oficio;  brindar el apoyo necesario a esta población; garantizar que la operación del servicio de aprovechamiento esté orientado a organizaciones compuestas en un 100% por población recicladora de oficio y que en las licitaciones de los esquemas de aseo se dedique siempre un aparte que regule la relación entre los servicios de barrido recolección y limpieza y el servicio de aprovechamiento.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-adiciona-el-decreto-1077-de-2015-capacitacion-a-recicladores/9872/,90
90,Por medio del cual se presentan los lineamientos para la elaboración de la política pública del Sistema de Bicicletas Público (SBP) y se dictan otras disposiciones. ,"Sistema de Bicicletas Público, SBP",Publicada Ponencia Primer Debate,"feb. 27, 2019","Sentar las bases de la política pública sobre el Sistema de Bicicletas Púbico (SBP) con el fin de incentivar el uso de la bicicleta como medio de transporte alternativo, saludable y ambientalmente sostenible. Esto permite contribuir a la disminución de las emisiones de CO2, reducir la congestión vial, facilitar la movilidad y velar por la salud de los residentes.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-presentan-los-lineamientos-para-la-elaboracion-de-la-politica-publica-del-sistema-de-bicicletas-publico-sbp-y-se-dictan-otras-disposiciones-sistema-de-bicicletas-publico-sbp/9873/,91
91,"Por medio de la cual se promueve la soberanía alimentaria, mercados campesinos y se dictan otras disposiciones. ",Soberanía alimentaria,Publicación,"feb. 27, 2019",Este proyecto surge como una iniciativa encaminada a articular las economías campesinas con los mercados locales de forma tal que permita un desarrollo social y alimentario en un ciclo virtuoso que ayude a la superación paulatina de los subsidios como mecanismo de desarrollo. ,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-promueve-la-soberania-alimentaria-mercados-campesinos-y-se-dictan-otras-disposiciones-soberania-alimentaria/9874/,92
92,"Por medio de la cual la Nación y el Congreso de la República rinden honores a el municipio de El Cairo, departamento del Valle del Cauca, con motivo de la celebración de los 100 años de su fundación. ","Centenario de El Cairo, Valle",Publicada Ponencia Primer Debate,"feb. 26, 2019","Autoriza al Gobierno nacional para que asigne en el Presupuesto General de la Nación las partidas presupuestales necesarias que permitan la financiación y ejecución de las siguientes obras:      Reconstrucción de la vía principal de El Cairo-Argelia, valor de 4.200 millones de pesos aproximadamente.     Mejoramiento de vías terciarias con construcción de placa-huella, valor aproximado de 2.800 millones de pesos.     Construcción de una cancha sintética en el corregimiento de Albán, por valor de 320 millones de pesos.     Terminación de la estación de policía del corregimiento de Albán, por valor de 250 millones de pesos.     Terminación de la planta física del hospital Santa Catalina, por valor de 610 millones de pesos.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-la-nacion-y-el-congreso-de-la-republica-rinden-honores-a-el-municipio-de-el-cairo-departamento-del-valle-del-cauca-con-motivo-de-la-celebracion-de-los-100-anos-de-su-fundacion-centenario-de-el-cairo-valle/9868/,93
93,"Por medio del cual se establecen funciones especiales a la Defensoría del Pueblo, las personerías y las alcaldías municipales en materia de promoción del acceso al derecho de propiedad a los poseedores urbanos de predios considerados como vivienda de interés social, y se otorgan herramientas a los alcaldes para promover el acceso a la pequeña propiedad inmobiliaria urbana. ",Vivienda de interés social,Publicación,"feb. 25, 2019","El presente Proyecto de Ley intenta otorgarle mayor eficacia al ordenamiento civil colombiano, incorporando dentro de las funciones del Ministerio Público la representación legal de quienes teniendo derecho al reconocimiento judicial de la propiedad mediante la usucapión, y teniendo como único derecho real sobre un bien inmueble, el de posesión de una Vivienda de Interés Social en estrato uno (1) o dos (2), pretendan iniciar un proceso de pertenencia ante la jurisdicción civil ordinaria.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-establecen-funciones-especiales-a-la-defensoria-del-pueblo-las-personerias-y-las-alcaldias-municipales-en-materia-de-promocion-del-acceso-al-derecho-de-propiedad-a-los-poseedores-urbanos-de-predios-considerados-como-vivienda-de-interes-social-y-se-otorgan-herramientas-a-los-alcaldes-para-promover-el-acceso-a-la-pequena-propiedad-inmobiliaria-urbana-vivienda-de-interes-social/9869/,94
94,"Por medio de la cual se establece un régimen especial para la adquisición de la nacionalidad colombiana para las víctimas de la crisis política y económica de Venezuela que estuvieren avecindados en el territorio nacional hasta el 31 de diciembre del año 2018, a través de la carta de naturaleza colombiana y que deben tener ánimo de trabajar formalmente en el país, una conducta ejemplar como ciudadanos y hacer aportes a la sociedad colombiana. ",Otorga nacionalidad a venezolanos,Publicada Ponencia Primer Debate,"feb. 22, 2019",Este proyecto tiene por objeto facilitar la adquisición de la nacionalidad colombiana al importante número de personas de origen venezolano que se establecieron en nuestro país hasta el 31 de diciembre de 2018. ,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establece-un-regimen-especial-para-la-adquisicion-de-la-nacionalidad-colombiana-para-las-victimas-de-la-crisis-politica-y-economica-de-venezuela-que-estuvieren-avecindados-en-el-territorio-nacional-hasta-el-31-de-diciembre-del-ano-2018-a-traves-de-la-carta-de-naturaleza-colombiana-y-que-deben-tener-animo-de-trabajar-formalmente-en-el-pais-una-conducta-ejemplar-como-ciudadanos-y-hacer-aportes-a-la-sociedad-colombiana-otorga-nacionalidad-a-venezolanos/9876/,95
95,Por medio del cual se modifica el Código Nacional de Policía y Convivencia (Ley 1801 de 2016) para fortalecer la lucha contra la delincuencia. ,Policía de civil,Publicación,"feb. 20, 2019","El presente proyecto de ley tiene por objeto reforzar la seguridad ciudadana adecuando un grupo de policías íntegramente capacitados, vestidos de civil, ubicados en lugares estratégicos de la ciudad, efectuando apoyo diligente a la policía uniformada. Con esta iniciativa se quieren evitar los repetidos ""raponazos"" en la calle a plena luz del día, ""cosquilleo"" aprovechando las aglomeraciones y la proliferación de temibles bandas que asaltan ciudadanos indefensos con armas blancas o hasta armas de fuego, ocasionando lesiones personales y hasta la muerte.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifica-el-codigo-nacional-de-policia-y-convivencia-ley-1801-de-2016-para-fortalecer-la-lucha-contra-la-delincuencia-policia-de-civil/9864/,96
96,Por la cual se regulan los procedimientos médicos y quirúrgicos con fines estéticos y se dictan otras disposiciones. ,Reglamentación de la cirugía estética,Publicación,"feb. 20, 2019","La presente ley tiene por objeto regular la práctica de los procedimientos médicos y quirúrgicos con fines estéticos de que trata el literal a) del artículo 15 de la Ley 1751 de 2015, establecer disposiciones relacionadas con los insumos, medicamentos y sus registros aplicados a los pacientes con el fin de proteger la salud y la vida de los mismos.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-la-cual-se-regulan-los-procedimientos-medicos-y-quirurgicos-con-fines-esteticos-y-se-dictan-otras-disposiciones-reglamentacion-de-la-cirugia-estetica/9865/,97
97,Por medio de la cual se adiciona un parágrafo al artículo 140 de la Ley 1801 de 2016 y el inciso 2º y 3º al parágrafo 3º del mismo artículo –compras en espacio público- y se dictan otras disposiciones. ,Vendedores informales,Publicación,"feb. 20, 2019","El Congreso de la República aclara que no resulta procedente la imposición de las ordenes de comparendo por comprar en la calle, cuando fue el mismo legislador el que, durante el trámite de la ley, decidió no sancionar la conducta con la que ahora están sancionando a los ciudadanos. ",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-adiciona-un-paragrafo-al-articulo-140-de-la-ley-1801-de-2016-y-el-inciso-2-y-3-al-paragrafo-3-del-mismo-articulo-compras-en-espacio-publico--y-se-dictan-otras-disposiciones-vendedores-informales/9866/,98
98,Por medio de la cual se establecen prohibiciones al ejercicio de la docencia y a directivos de planteles educativo. ,Límites a la libertad de cátedra,Publicación,"feb. 19, 2019","La presente ley tiene por objeto establecer algunas prohibiciones comportamentales, que tienen como destinatarios los docentes y directivos de la instituciones educativas en el territorio, y su régimen de sanción. Con el fin de preservar el orden legal, los derechos fundamentales, los valores humanos y la ética.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-prohibiciones-al-ejercicio-de-la-docencia-y-a-directivos-de-planteles-educativo-limites-a-la-libertad-de-catedra/9863/,99
99,"Por el cual se modifican los artículos 328 y 356 de la Constitución Política otorgándole al municipio de Villavicencio (Meta) el carácter de distrito especial biodiverso, ecoturístico, agroindustrial y educativo. ","Villavicencio, Meta como distrito",Publicada Ponencia Primer Debate,"feb. 19, 2019","El Distrito Turístico y Cultural de Cartagena de Indias, el Distrito Turístico, Cultural e Histórico de Santa Marta y Barranquilla conservarán su régimen y carácter, y se organiza a Buenaventura y Tumaco como Distrito Especial, Industrial, Portuario, Biodiverso y Ecoturístico, y a Villavicencio como Distrito Especial, Biodiverso, Ecoturístico, Agroindustrial y Educativo.",Proyecto Acto Legislativo,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-modifican-los-articulos-328-y-356-de-la-constitucion-politica-otorgandole-al-municipio-de-villavicencio-meta-el-caracter-de-distrito-especial-biodiverso-ecoturistico-agroindustrial-y-educativo-villavicencio-meta-como-distrito/9867/,100
100,"Por medio de la cual la Nación se asocia a la celebración de los cien años de la fundación del municipio del Cairo, departamento del Valle del Cauca, y se dictan otras disposiciones. ","Centenario de El Cairo, Valle",Publicada Ponencia Primer Debate,"feb. 11, 2019","Que, de conformidad con el articulado y la exposición de motivos del Proyecto de Ley, éste tendrá como objeto, rendir homenaje al Municipio de El Cairo, en el Departamento de Valle del Cauca; a sus primeros pobladores y a quienes les han dado lustre y brillo en sus años de existencia; así como asociarse a través de la Nación, a la celebración de sus 100 años de fundación y contribuir al desarrollo local, fortaleciendo las condiciones estructurales del Municipio.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-la-nacion-se-asocia-a-la-celebracion-de-los-cien-anos-de-la-fundacion-del-municipio-del-cairo-departamento-del-valle-del-cauca-y-se-dictan-otras-disposiciones-centenario-de-el-cairo-valle/9875/,101
101,Por medio de la cual se modifica el artículo 2° de  la Ley 51 de 1986. ,Reglamentación ingeniería eléctrica y mecánica,Publicación,"feb. 11, 2019",La presente ley tiene por objeto actualizar las ramas o profesiones afines de las Ingenierías Eléctrica y Mecánica establecidas en la Ley 51 de 1986. ,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-el-articulo-2-de-la-ley-51-de-1986-reglamentacion-ingenieria-electrica-y-mecanica/9862/,102
102,"Proyecto de ley por la cual se expide el plan nacional de desarrollo 2018-2022. Pacto por Colombia, pacto por la equidad. ",Plan Nacional de Desarrollo 2018 - 2022 Pacto por Colombia,Aprobado Cuarto Debate,"feb. 6, 2019","El Plan Nacional de Desarrollo 2018-2022 “Pacto por Colombia, pacto por la equidad”, que se expide por medio de la presente ley, tiene como objetivo sentar las bases de legalidad, emprendimiento y equidad que permitan lograr la igualdad de oportunidades para todos los colombianos, en concordancia con un proyecto de largo plazo con el que Colombia alcance los Objetivos de Desarrollo Sostenible al 2030.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/pproyecto-de-ley-por-la-cual-se-expide-el-plan-nacional-de-desarrollo-2018-2022-pacto-por-colombia-pacto-por-la-equidad-plan-nacional-de-desarrollo-2018---2022-pacto-por-colombia/9861/,103
103,"Por medio del cual se racionalizan trámites en el sector salud, a través de la creación de la historia clínica electrónica única y se dictan otras disposiciones. ",Crea la historia clínica electrónica única,Retirado por el Autor,"ene. 23, 2019","La presente ley tiene por objeto facilitar, agilizar y garantizar el acceso y ejercicio de los derechos a la salud y a la información de las personas, combatir la corrupción y fomentar la competitividad, mediante la creación de la Historia Clínica Electrónica Única, en la cual se consignarán todos los datos clínicos de cada persona o paciente desde el registro perinatal hasta el fallecimiento.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-racionalizan-tramites-en-el-sector-salud-a-traves-de-la-creacion-de-la-historia-clinica-electronica-unica-y-se-dictan-otras-disposiciones-crea-la-historia-clinica-electronica-unica/9860/,104
104,Por medio de la cual se modifica la Ley 1757 del 06 de julio de 2015 y se dictan otras disposiciones en materia del mecanismo de participación ciudadana de revocatoria de mandato de alcaldes y gobernadores. ,Revocatoria del mandato,Publicación,"ene. 22, 2019","El objeto de la presente iniciativa es fortalecer la figura del mecanismo de participación ciudadana de la revocatoria de mandato, otorgándoles garantías en el ejercicio de sus derechos a los integrantes del comité promotor, al mandatario al cual se pretende revocar y a la comunidad que tomará la decisión de fondo. Adicionalmente, se atenderá lo decidido por la Corte Constitucional en sentencia SU-077 del 08 de agosto de 2018.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-la-ley-1757-del-06-de-julio-de-2015-y-se-dictan-otras-disposiciones-en-materia-del-mecanismo-de-participacion-ciudadana-de-revocatoria-de-mandato-de-alcaldes-y-gobernadores-revocatoria-del-mandato/9859/,105
105,Por medio de la cual se crea la Ley de Protección y Compensación al Denunciante de Actos de Corrupción Administrativa y se dictan otras disposiciones. ,Protección al denunciante de corrupción,Publicación,"dic. 20, 2018","La presente ley tiene por objeto establecer normas, procedimientos, mecanismos y beneficios, para proteger la estabilidad laboral y física a los servidores públicos y a cualquier persona natural o jurídica que reporte de forma oportuna, formal y justificada la realización de actos de corrupción en las entidades de la administración pública, de manera recurrente o transitoria y en cualquier escenario donde se manejen recursos y/o bienes de origen público, que puedan ser objeto de investigaciones fiscales, penales y disciplinarias.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crea-la-ley-de-proteccion-y-compensacion-al-denunciante-de-actos-de-corrupcion-administrativa-y-se-dictan-otras-disposiciones-proteccion-al-denunciante-de-corrupcion/9850/,106
106,Por medio de la cual se modifica parcialmente la Ley 769 de 2002 y se dictan otras disposiciones. ,Licencias de conducción de motociclistas,Publicación,"dic. 20, 2018","En el caso de las licencias de conducción para vehículo moto por primera vez, el certificado de que trata el literal d) del artículo 19 de la presente, deberá ser convalidado por el Servicio Nacional de Aprendizaje (Sena), mediante la expedición de un certificado de competencia.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-modifica-parcialmente-la-ley-769-de-2002-y-se-dictan-otras-disposiciones-licencias-de-conduccion-de-motociclistas/9849/,107
107,"Por el cual se modifica el artículo 64 de la Ley 30 de 1992, por el cual se organiza el servicio público de la educación superior. ",Consejo Superior Universitario,Publicada Ponencia Primer Debate,"dic. 19, 2018","El objeto de esta iniciativa es adecuar el órgano de gobierno principal de las Instituciones de Educación Superior Colombiana, del orden nacional y departamental, teniendo en cuenta que se ha presentado una distorsión del concepto de autonomía universitaria establecido en el artículo 69 de la Constitución Política de Colombia, conllevando a que en algunas Instituciones de Educación Superior adopten Estatutos Orgánicos Superiores que desconocen los principios de complementariedad, subsidiaridad y concurrencia en la prestación del servicio público de la educación superior en Colombia, establecidos en la Ley 489 de 1998.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-modifica-el-articulo-64-de-la-ley-30-de-1992-por-el-cual-se-organiza-el-servicio-publico-de-la-educacion-superior-consejo-superior-universitario/9848/,108
108,"Por medio de la cual se crea en nuestra legislación el Pacto Arbitral Ejecutivo, su procedimiento especial y otras disposiciones relacionadas con el Estatuto Arbitral y la Conciliación. ",Crea el Pacto Arbitral Ejecutivo,Publicada Ponencia Primer Debate,"dic. 13, 2018","La creación de un sistema de ejecución eficiente mediante árbitros y conciliadores permitirá una gran descongestión del sistema judicial, ahorro de recursos a la rama judicial y el desarrollo de una actividad extrajudicial importante, que aumentaría la oferta de justicia generando mayor seguridad jurídica. Lo anterior además de la generación de importantes fuentes de empleo calificado alrededor del tema del nuevo sistema de ejecución de obligaciones creado, resolviendo de forma efectiva y permanente los graves problemas de congestión de la justicia ordinaria.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-crea-en-nuestra-legislacion-el-pacto-arbitral-ejecutivo-su-procedimiento-especial-y-otras-disposiciones-relacionadas-con-el-estatuto-arbitral-y-la-conciliacion-crea-el-pacto-arbitral-ejecutivo/9851/,109
109,Por medio del cual se establecen garantías en favor de los consumidores frente a todo establecimiento de comercio que efectúe cobros por bienes o servicios y se dictan otras disposiciones. ,Protección al consumidor,Publicación,"dic. 13, 2018","Los establecimientos de comercio que efectúen cobros por bienes o servicios y en los que se evidencien del monto total a pagar diferencias inferiores a la moneda de menor denominación y fuera imposible la devolución del cambio correspondiente, la diferencia será siempre a favor del consumidor.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-establecen-garantias-en-favor-de-los-consumidores-frente-a-todo-establecimiento-de-comercio-que-efectue-cobros-por-bienes-o-servicios-y-se-dictan-otras-disposiciones-proteccion-al-consumidor/9846/,110
110,"Por medio de la cual se establecen los criterios para contribuir a la depuración contable, al mejoramiento de los ingresos de las entidades territoriales y a la dinamización del mercado inmobiliario, mediante el saneamiento predial y la cesión a título oneroso y gratuito de bienes inmuebles fiscales urbanos. ",Mercado inmobiliario,Acumulado,"dic. 13, 2018","El objeto del presente proyecto de ley es lograr la depuración contable, el mejoramiento de los ingresos fiscales y corrientes de los municipios y la dinamización del mercado inmobiliario en sectores de asentamientos ilegales en predios fiscales, mediante el saneamiento predial y la titulación de predios fiscales a particulares.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-de-la-cual-se-establecen-los-criterios-para-contribuir-a-la-depuracion-contable-al-mejoramiento-de-los-ingresos-de-las-entidades-territoriales-y-a-la-dinamizacion-del-mercado-inmobiliario-mediante-el-saneamiento-predial-y-la-cesion-a-titulo-oneroso-y-gratuito-de-bienes-inmuebles-fiscales-urbanos-mercado-inmobiliario/9847/,111
111,Por el cual se crea la ley de integridad del servidor público y se dictan otras disposiciones.  ,Ley de integridad del servidor público,Concepto Institucional,"dic. 13, 2018","La iniciativa tiene por objeto la adopción del Código de Integridad del Servidor Público Colombiano, expedido por la Función Pública, para su implementación en todas las entidades del Estado a nivel nacional y territorial para los servidores públicos, contratistas y asesores.",Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-el-cual-se-crea-la-ley-de-integridad-del-servidor-publico-y-se-dictan-otras-disposiciones-ley-de-integridad-del-servidor-publico/9853/,112
112,Por medio del cual se modifica la Ley 105 de 1993 y se dictan medidas en relación con los peajes. ,Regulación peajes,Publicada Ponencia Primer Debate,"dic. 13, 2018",La presente ley tiene por objeto diseñar una regulación mínima que evite abusos al momento de establecer tarifas e infraestructura de peajes de carreteras.,Proyecto de Ley,https://congresovisible.uniandes.edu.co/proyectos-de-ley/ppor-medio-del-cual-se-modifica-la-ley-105-de-1993-y-se-dictan-medidas-en-relacion-con-los-peajes-regulacion-peajes/9844/,113
